price,date,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type
11500000,2018-09-08,00:34:02,45.0653921,38.9570975,2843,2,2,9,3,118.0,16.0,1
3420040,2018-09-08,00:34:05,45.1028976,38.978231,2843,2,11,20,2,65.7,9.2,1
7500000,2018-09-08,00:34:36,43.595028,39.736366,2843,1,11,12,3,78.0,8.0,1
4665500,2018-09-08,00:35:08,45.0614045,38.9456725,2843,2,5,23,2,66.6,9.0,1
12834500,2018-09-08,00:36:21,55.6737145,37.7455594,3,2,10,15,3,67.6,12.7,11
4990050,2018-09-08,00:40:46,55.6737145,37.7455594,3,2,8,15,-1,25.6,4.7,11
8686800,2018-09-08,00:45:12,55.6737145,37.7455594,3,2,2,15,1,45.7,12.7,11
4900000,2018-09-08,00:46:36,59.999408,30.206103,2661,2,16,18,1,42.0,8.1,1
10922400,2018-09-08,00:47:32,55.6737145,37.7455594,3,2,13,15,2,53.3,6.7,11
2900000,2018-09-08,00:50:26,44.6727019,37.7873634,2843,2,4,16,2,60.3,10.7,11
1150000,2018-09-08,00:52:20,56.110533,47.2223089,3019,1,2,5,3,73.0,12.0,1
2600000,2018-09-08,00:52:53,55.7147315,38.2104552,81,3,2,5,2,50.0,30.0,1
1600000,2018-09-08,00:53:01,58.0898712,56.3887247,5520,1,1,5,2,50.9,8.3,1
6800000,2018-09-08,00:53:11,44.8794194,37.3086079,2843,2,5,10,2,70.0,18.0,1
5400000,2018-09-08,00:53:34,44.0990441,39.079564,2843,2,3,3,3,70.0,20.0,1
1760000,2018-09-08,00:53:49,61.79891,34.335873,8090,1,4,5,2,44.0,7.0,1
1969000,2018-09-08,00:53:49,61.7559258,34.4371373,8090,3,1,3,1,38.5,7.1,1
3699000,2018-09-08,00:53:51,44.8794194,37.3086079,2843,2,5,10,1,44.0,16.0,1
1800000,2018-09-08,00:54:05,57.9568563,56.2411761,5520,3,5,5,2,44.0,6.0,1
1900000,2018-09-08,00:54:44,44.8661755,38.1536477,2843,3,4,5,2,50.9,10.0,1
4800000,2018-09-08,00:54:45,44.675917,37.789169,2843,2,13,14,3,107.0,13.0,1
1550000,2018-09-08,00:54:49,44.8661755,38.1536477,2843,3,1,2,2,41.9,7.6,1
6500000,2018-09-08,00:54:50,44.8876224,37.3030946,2843,2,5,10,1,58.0,18.7,1
4069000,2018-09-08,00:55:00,44.5911683,38.0426932,2843,2,2,5,2,59.0,12.0,1
7600000,2018-09-08,00:55:02,55.5477812,37.5701297,3,1,13,14,2,54.0,12.0,1
6400000,2018-09-08,00:55:06,44.6751367,37.7843935,2843,2,4,9,3,100.0,15.0,1
5500000,2018-09-08,00:56:00,55.816377,37.9656188,81,1,3,16,1,55.0,18.0,1
3462000,2018-09-08,00:56:11,44.5753673,38.083733,2843,2,6,6,2,57.7,12.0,1
3400000,2018-09-08,00:58:01,56.8563731,60.5611618,6171,1,4,9,2,43.0,8.0,1
2050000,2018-09-08,00:59:22,56.0796388,37.9308719,81,3,1,4,1,32.0,6.0,1
1350000,2018-09-08,00:59:29,45.102565,38.9605,2843,2,7,9,1,31.3,2.0,1
4700000,2018-09-08,00:59:40,45.0531851,39.0158208,2843,2,8,25,2,67.4,16.7,1
1400000,2018-09-08,00:59:41,45.102559,38.970193,2843,2,17,17,1,25.0,7.0,1
3600000,2018-09-08,00:59:43,45.071771,38.956736,2843,2,4,16,2,63.4,11.5,1
2400000,2018-09-08,00:59:49,45.0670461,38.9597009,2843,2,13,17,1,43.7,13.5,1
3600000,2018-09-08,00:59:53,45.026228,38.904616,2843,2,11,14,1,41.5,12.0,1
9300000,2018-09-08,01:01:25,45.060223,39.001256,2843,2,9,22,3,120.0,16.0,1
3100000,2018-09-08,01:01:53,45.0419093,38.912694,2843,2,15,22,1,44.0,12.0,1
2300000,2018-09-08,01:02:20,45.097692,38.986488,2843,2,16,16,1,35.2,10.0,1
4300000,2018-09-08,01:02:25,45.002932,39.032841,2843,2,2,16,3,100.0,14.0,1
10300000,2018-09-08,01:04:18,45.0644,38.974118,2843,2,9,16,3,153.0,24.5,1
5700000,2018-09-08,01:04:22,45.064438,38.95484,2843,2,11,18,2,62.9,14.0,1
6700000,2018-09-08,01:04:24,45.054054,39.017705,2843,2,12,17,3,87.3,17.0,1
2098000,2018-09-08,01:04:31,45.071771,38.956736,2843,2,5,11,1,42.0,9.0,1
2600000,2018-09-08,01:04:33,45.0687201,38.9508366,2843,2,15,16,1,50.0,13.2,1
3600000,2018-09-08,01:04:50,45.040216,38.975996,2843,2,10,24,1,54.0,13.5,1
1555555,2018-09-08,01:04:55,45.094962,38.943486,2843,2,2,3,1,40.6,11.4,1
3300000,2018-09-08,01:04:55,45.0643704,38.9524864,2843,2,12,14,1,39.0,7.0,1
5500000,2018-09-08,01:05:05,45.05271,39.01791,2843,2,15,17,2,67.0,14.0,1
3400000,2018-09-08,01:06:05,45.0374119,38.9461799,2843,2,11,19,1,47.0,14.0,1
1850000,2018-09-08,01:06:10,45.092175,38.907535,2843,2,6,12,1,39.0,11.0,1
3338027,2018-09-08,01:06:38,45.0531851,39.0158208,2843,2,7,24,2,56.3,9.2,1
3672000,2018-09-08,01:06:40,45.007559,39.076409,2843,2,14,16,2,60.5,8.0,1
2700000,2018-09-08,01:07:09,45.1321823,38.9086423,2843,2,1,3,2,57.0,12.0,1
2600000,2018-09-08,01:07:31,45.053041,38.851822,2843,2,2,3,1,42.0,9.0,1
1650000,2018-09-08,01:08:38,54.5949431,52.4436141,2922,3,2,6,2,45.0,6.0,1
1750000,2018-09-08,01:10:30,45.145576,38.9944556,2843,2,4,12,1,38.0,10.0,1
2591000,2018-09-08,01:10:44,44.7109441,37.7773073,2843,2,12,12,1,47.2,15.0,1
9564880,2018-09-08,01:10:47,55.7909684,37.4753952,3,2,3,14,1,44.5,17.0,11
6581000,2018-09-08,01:11:25,60.027467,30.256876,2661,1,12,17,3,81.0,12.0,11
595000,2018-09-08,01:11:50,45.126639,40.9603779,2843,3,5,5,1,33.0,5.0,1
4086180,2018-09-08,01:14:24,44.6759321,37.7868612,2843,2,25,25,2,62.1,20.5,1
2950000,2018-09-08,01:14:34,45.026731,39.089821,2843,2,11,18,1,53.0,13.0,1
1700000,2018-09-08,01:14:37,45.148383,38.9996392,2843,2,3,16,1,32.3,5.1,1
2279160,2018-09-08,01:14:39,45.1028976,38.978231,2843,2,16,20,1,43.8,12.0,1
4821960,2018-09-08,01:14:52,44.6759321,37.7868612,2843,2,11,25,3,84.3,16.7,1
5700000,2018-09-08,01:15:32,45.040668,38.997663,2843,2,15,16,3,90.0,22.3,1
1980480,2018-09-08,01:15:53,45.1028976,38.978231,2843,2,8,20,1,41.2,12.7,1
4000000,2018-09-08,01:15:56,45.1018005,38.972481,2843,2,2,17,2,75.7,20.0,1
6000000,2018-09-08,01:15:58,45.053143,39.019816,2843,2,3,18,2,79.7,15.4,1
3367200,2018-09-08,01:16:25,45.0614045,38.9456725,2843,2,16,25,1,48.8,14.1,1
2080000,2018-09-08,01:16:26,51.648443,39.188708,2072,2,15,28,1,36.0,9.0,11
3238503,2018-09-08,01:16:34,44.8703277,37.3367778,2843,2,9,16,3,73.7,11.6,1
6300000,2018-09-08,01:16:35,45.0500124,38.984306,2843,2,15,17,2,66.1,12.0,1
1501500,2018-09-08,01:16:36,45.045132,38.993711,2843,2,4,19,1,30.0,9.0,1
8500000,2018-09-08,01:16:45,45.040216,38.975996,2843,2,7,24,3,113.0,16.6,1
9609080,2018-09-08,01:17:27,55.7899861,37.4754634,3,2,2,14,1,45.2,10.4,11
3550000,2018-09-08,01:18:22,45.0644472,38.9563685,2843,2,16,19,1,60.1,14.0,1
1182000,2018-09-08,01:18:27,45.092175,38.907535,2843,2,4,9,1,24.4,3.0,1
4225900,2018-09-08,01:18:30,45.0614045,38.9456725,2843,2,14,25,2,60.3,7.0,1
2600000,2018-09-08,01:18:36,45.092175,38.907535,2843,2,1,12,2,54.0,12.0,1
1850000,2018-09-08,01:18:40,45.073732,38.903924,2843,2,1,9,1,36.0,9.0,1
2200000,2018-09-08,01:18:45,45.092175,38.907535,2843,2,9,9,2,45.0,9.5,1
815100,2018-09-08,01:19:28,45.0471141,39.1185627,2843,2,2,8,1,24.7,5.0,1
4406000,2018-09-08,01:19:55,45.0598242,38.9443542,2843,2,5,24,2,76.5,15.2,1
2050000,2018-09-08,01:20:22,45.056779,39.034171,2843,2,4,16,1,40.0,10.5,1
1813000,2018-09-08,01:20:28,45.046915,39.109297,2843,2,3,8,2,51.8,11.5,1
2766160,2018-09-08,01:20:29,45.092175,38.907535,2843,2,1,12,2,56.8,12.5,1
3850000,2018-09-08,01:20:33,44.7397087,37.7236071,2843,2,12,16,3,83.0,19.0,1
3450000,2018-09-08,01:21:41,43.6520095,39.7150752,2843,2,3,5,2,42.0,8.5,1
1650000,2018-09-08,01:22:00,45.1017778,38.9485161,2843,2,5,9,1,43.6,10.8,1
11000000,2018-09-08,01:22:31,44.683589,37.784201,2843,2,12,20,3,160.0,20.0,1
3200000,2018-09-08,01:22:45,44.7235026,37.7686135,2843,2,2,3,1,54.0,11.0,1
1070000,2018-09-08,01:22:54,44.2533485,38.8509164,2843,2,1,6,1,29.0,9.0,1
1282000,2018-09-08,01:22:55,44.2533485,38.8509164,2843,2,3,6,1,37.0,9.0,1
3925740,2018-09-08,01:22:57,44.875795,37.3430958,2843,2,18,18,3,88.0,17.4,1
5200000,2018-09-08,01:23:02,44.6842704,37.7875115,2843,2,10,10,2,110.0,26.0,1
2099000,2018-09-08,01:23:16,44.875795,37.3430958,2843,2,12,18,1,43.7,11.0,1
18974540,2018-09-08,01:23:38,55.7909684,37.4753952,3,2,4,14,3,88.3,14.1,11
4135000,2018-09-08,01:23:50,44.5069254,38.1300164,2843,2,2,9,2,74.0,14.0,1
13293000,2018-09-08,01:23:56,55.7909684,37.4753952,3,2,3,14,2,64.4,14.0,11
3800000,2018-09-08,01:24:13,44.5909971,38.0598961,2843,2,3,5,1,67.0,17.0,1
5250000,2018-09-08,01:24:35,44.589863,38.04933,2843,2,2,5,1,52.0,19.0,1
9500000,2018-09-08,01:25:02,44.5548253,38.0750783,2843,2,11,12,2,79.5,15.8,1
5908704,2018-09-08,01:25:12,44.6759321,37.7868612,2843,2,16,25,4,121.0,22.8,1
5933900,2018-09-08,01:25:23,44.6759321,37.7868612,2843,2,11,25,4,121.1,22.8,1
5507380,2018-09-08,01:25:34,44.6759321,37.7868612,2843,2,7,10,4,108.2,14.2,1
4355040,2018-09-08,01:25:44,44.6759321,37.7868612,2843,2,9,10,3,84.4,14.6,1
3006900,2018-09-08,01:26:01,45.0614045,38.9456725,2843,2,11,23,1,46.2,12.2,1
2500000,2018-09-08,01:26:07,44.7235026,37.7686135,2843,4,12,16,1,39.0,10.0,11
3300000,2018-09-08,01:26:07,44.5528109,38.0993208,2843,2,7,9,1,36.0,10.0,1
4937000,2018-09-08,01:26:15,44.589863,38.04933,2843,2,1,5,2,73.7,15.0,1
2200000,2018-09-08,01:26:39,55.7273582,52.399596,2922,1,8,9,2,44.0,6.0,1
8400000,2018-09-08,01:26:55,44.5548253,38.0750783,2843,2,12,12,3,84.0,30.0,1
12500000,2018-09-08,01:27:40,44.881332,37.32662,2843,2,7,13,3,130.0,25.0,1
25103560,2018-09-08,01:27:55,55.7904694,37.4753504,3,2,11,14,4,115.5,14.9,11
3860000,2018-09-08,01:29:50,44.5911683,38.0426932,2843,2,4,5,2,57.4,11.0,1
8500000,2018-09-08,01:30:30,44.8792656,37.3251457,2843,2,4,12,3,120.0,19.0,1
1300000,2018-09-08,01:30:41,54.946917,82.973008,9654,1,5,10,1,41.36,10.88,11
1750000,2018-09-08,01:30:42,55.0144633,83.0020738,9654,1,9,10,1,58.03,17.0,1
1090000,2018-09-08,01:30:45,54.9438939,82.9668414,9654,1,4,10,1,32.47,5.0,11
890000,2018-09-08,01:30:48,54.94443,82.95908,9654,1,7,10,1,33.0,1.0,11
2356000,2018-09-08,01:30:58,44.5911683,38.0426932,2843,2,3,5,1,35.0,11.0,1
1450000,2018-09-08,01:31:01,54.94623,82.97007,9654,1,8,10,1,40.0,5.0,1
1960000,2018-09-08,01:31:02,54.9449409,82.971643,9654,1,13,18,3,73.23,7.0,11
1900000,2018-09-08,01:31:02,54.943893,82.96749,9654,1,14,18,3,74.0,12.0,11
1050000,2018-09-08,01:31:13,54.943577,82.95886,9654,1,5,10,1,39.35,4.4,1
1879000,2018-09-08,01:31:16,54.943577,82.95886,9654,1,10,10,3,87.39,12.92,11
2580000,2018-09-08,01:31:18,55.03207,82.901215,9654,3,2,9,1,32.0,7.0,1
1600000,2018-09-08,01:31:19,54.9357496,82.8452699,9654,1,2,3,1,30.0,5.0,1
1180000,2018-09-08,01:31:22,54.9438939,82.9668414,9654,1,5,10,1,32.0,5.0,11
2300000,2018-09-08,01:31:22,44.5509747,38.0959943,2843,2,1,3,1,33.0,9.0,1
980000,2018-09-08,01:31:24,54.94361,82.962845,9654,1,5,10,1,32.0,5.0,11
1300000,2018-09-08,01:31:25,55.0144633,83.0020738,9654,1,7,10,1,34.0,1.0,11
1750000,2018-09-08,01:31:31,55.013916,83.00329,9654,1,1,10,2,63.13,12.0,11
1440600,2018-09-08,01:31:32,54.9471407,82.9585961,9654,1,2,10,2,48.02,13.78,11
1050000,2018-09-08,01:31:37,54.946224,82.968031,9654,1,3,10,1,33.58,5.0,1
1700000,2018-09-08,01:31:54,55.014108,83.0016615,9654,1,1,10,1,58.03,17.0,1
2150000,2018-09-08,01:31:55,55.017212,83.00393,9654,1,2,10,2,58.0,9.0,11
1370000,2018-09-08,01:32:09,55.0005736,82.98373,9654,3,1,1,2,42.0,6.0,1
1003000,2018-09-08,01:32:13,55.0139939,83.0033194,9654,1,8,10,1,39.35,5.0,11
1500000,2018-09-08,01:32:15,54.9460168,82.9728021,9654,1,10,18,2,56.14,7.0,11
1600000,2018-09-08,01:32:21,54.94443,82.95908,9654,1,3,10,2,63.13,12.0,11
889000,2018-09-08,01:32:22,55.0303931,83.0155452,9654,1,10,10,1,33.58,5.0,11
906000,2018-09-08,01:32:24,55.0303931,83.0155452,9654,1,8,10,2,33.58,5.0,11
2300000,2018-09-08,01:32:26,55.012889,83.000083,9654,1,4,10,2,64.0,5.0,1
1020000,2018-09-08,01:32:28,54.942858,82.963881,9654,1,2,10,1,33.58,5.0,1
1287000,2018-09-08,01:32:32,55.0303931,83.0155452,9654,1,1,10,1,48.94,13.78,11
1301000,2018-09-08,01:32:34,55.0303931,83.0155452,9654,1,7,10,1,48.94,13.78,11
940240,2018-09-08,01:32:36,55.0303931,83.0155452,9654,1,4,10,1,33.58,5.0,11
957400,2018-09-08,01:32:47,54.94443,82.95908,9654,1,1,10,1,33.58,5.0,11
1450000,2018-09-08,01:32:48,54.947786,82.970996,9654,1,6,10,1,48.02,14.0,11
900000,2018-09-08,01:32:56,54.94361,82.962845,9654,4,7,10,2,32.0,5.0,11
1750000,2018-09-08,01:32:57,54.943489,82.968319,9654,1,10,18,2,56.14,7.0,11
2475000,2018-09-08,01:33:03,44.8828257,37.3354416,2843,2,8,17,1,49.7,14.0,1
5900000,2018-09-08,01:33:10,44.8898336,37.3128991,2843,2,16,16,2,60.0,10.0,1
1200000,2018-09-08,01:33:15,55.0128402,83.0018862,9654,1,8,10,1,39.35,5.0,1
2000000,2018-09-08,01:33:20,54.9446991,82.9679225,9654,1,5,10,3,86.96,8.06,11
800000,2018-09-08,01:33:23,54.942858,82.963881,9654,1,10,10,1,32.47,5.0,1
2700000,2018-09-08,01:33:23,45.114849,38.986219,2843,2,6,14,5,67.3,18.6,1
1905000,2018-09-08,01:33:38,55.013916,83.00329,9654,1,10,10,3,87.39,13.0,11
2190000,2018-09-08,01:33:46,54.946644,82.96875,9654,1,7,10,2,63.13,12.05,1
1800000,2018-09-08,01:33:48,54.946644,82.96875,9654,1,10,10,2,63.0,12.0,1
1200000,2018-09-08,01:33:51,55.014108,83.0016615,9654,1,2,10,1,32.47,5.0,11
1240800,2018-09-08,01:33:52,54.942853,82.96,9654,1,5,10,1,41.36,11.0,11
995000,2018-09-08,01:33:55,55.0303931,83.0155452,9654,1,7,10,1,39.35,1.0,11
2737000,2018-09-08,01:33:57,44.5911683,38.0426932,2843,2,3,5,1,41.2,12.0,1
980000,2018-09-08,01:33:59,54.944993,82.962031,9654,1,10,10,1,32.0,4.0,1
1120600,2018-09-08,01:34:08,54.945236,82.961357,9654,1,1,10,1,39.02,7.0,11
1320000,2018-09-08,01:34:10,55.0333136,83.0250255,9654,1,1,10,1,32.4,5.0,1
2310000,2018-09-08,01:34:12,55.0168082,83.0089087,9654,1,1,10,3,59.02,8.5,1
2150000,2018-09-08,01:34:25,55.0169091,83.0067324,9654,1,3,18,2,55.0,7.0,1
1630000,2018-09-08,01:34:27,54.943893,82.96749,9654,1,18,18,2,56.14,7.0,11
1850000,2018-09-08,01:34:43,55.0333136,83.0250255,9654,1,1,10,2,51.3,14.0,11
1400000,2018-09-08,01:34:45,55.020946,83.008599,9654,1,3,10,1,34.0,5.0,1
1150000,2018-09-08,01:34:48,55.0144633,83.0020738,9654,1,2,10,1,33.0,5.0,11
974100,2018-09-08,01:34:50,54.944957,82.96274,9654,1,6,10,1,32.47,5.0,11
1850000,2018-09-08,01:34:51,55.014108,83.0016615,9654,1,1,10,2,63.85,11.0,11
1948000,2018-09-08,01:34:53,55.0303931,83.0155452,9654,1,6,10,3,87.39,12.92,11
975000,2018-09-08,01:34:56,55.013916,83.00329,9654,1,10,10,1,39.0,1.0,11
2400000,2018-09-08,01:35:00,55.0128402,83.0018862,9654,1,1,10,3,87.39,12.92,11
4200000,2018-09-08,01:35:03,55.0020643,83.0151639,9654,3,4,10,3,60.0,30.0,1
1300000,2018-09-08,01:35:16,54.94702,82.972235,9654,1,5,10,1,41.36,10.88,11
1162216,2018-09-08,01:35:22,55.0303931,83.0155452,9654,1,9,10,1,41.36,10.88,11
940000,2018-09-08,01:35:22,55.0303931,83.0155452,9654,1,4,10,1,33.58,5.0,11
1250000,2018-09-08,01:35:27,55.014108,83.0016615,9654,1,3,10,1,32.0,4.0,1
1700000,2018-09-08,01:35:29,54.9213159,82.9911603,9654,3,1,4,1,42.1,12.4,11
1280000,2018-09-08,01:35:30,55.0303931,83.0155452,9654,1,10,10,1,48.94,13.0,11
1850000,2018-09-08,01:35:32,55.017212,83.00393,9654,1,6,10,1,58.0,16.0,11
1398000,2018-09-08,01:35:34,55.0303931,83.0155452,9654,1,1,10,2,58.75,8.35,11
1451892,2018-09-08,01:35:42,55.0303931,83.0155452,9654,1,2,10,3,59.0,8.0,11
1450000,2018-09-08,01:35:57,55.0176723,83.003522,9654,1,10,10,1,41.36,17.0,1
1948700,2018-09-08,01:36:00,55.0303931,83.0155452,9654,1,6,10,3,87.39,13.0,11
1250000,2018-09-08,01:36:16,54.946917,82.973008,9654,1,4,10,1,41.36,11.0,11
1600000,2018-09-08,01:36:18,54.942858,82.963881,9654,1,8,10,2,58.0,8.0,1
1720000,2018-09-08,01:36:20,54.950903,82.962821,9654,1,9,10,3,59.02,8.6,1
2400000,2018-09-08,01:36:28,54.979454,83.05062,9654,3,8,10,1,41.0,10.0,11
2600000,2018-09-08,01:36:31,55.0078245,82.9674939,9654,0,9,17,1,42.0,10.0,1
1550000,2018-09-08,01:36:33,54.945609,82.96027,9654,1,9,10,2,63.0,12.0,11
950000,2018-09-08,01:36:36,54.9439663,82.964339,9654,1,2,10,1,32.47,5.0,11
1141536,2018-09-08,01:36:37,55.0303931,83.0155452,9654,1,10,10,1,41.0,10.0,11
2200000,2018-09-08,01:36:51,55.012889,83.000083,9654,1,6,10,2,64.0,11.0,1
1750000,2018-09-08,01:36:53,55.014108,83.0016615,9654,1,4,10,1,58.03,16.59,1
906660,2018-09-08,01:36:55,55.0303931,83.0155452,9654,1,8,10,1,33.58,5.0,11
1948000,2018-09-08,01:36:57,55.0303931,83.0155452,9654,1,7,10,3,87.39,12.92,11
1560000,2018-09-08,01:37:09,55.0333136,83.0250255,9654,1,1,10,1,42.3,11.3,1
1600000,2018-09-08,01:37:11,54.9471407,82.9585961,9654,1,1,10,3,59.0,9.0,11
1430000,2018-09-08,01:37:20,55.0139939,83.0033194,9654,1,1,10,1,41.36,10.88,1
1250000,2018-09-08,01:37:22,54.943893,82.96749,9654,1,2,18,1,41.39,10.0,11
985310,2018-09-08,01:37:26,55.0303931,83.0155452,9654,1,7,10,1,39.02,2.71,11
1260000,2018-09-08,01:37:28,55.0303931,83.0155452,9654,1,9,10,1,48.94,13.6,11
1500000,2018-09-08,01:37:31,54.9460168,82.9728021,9654,1,14,18,2,56.14,7.0,11
1800000,2018-09-08,01:37:32,55.017212,83.00393,9654,1,6,10,1,48.94,13.8,1
1481000,2018-09-08,01:37:32,55.0139939,83.0033194,9654,1,4,10,3,59.02,8.0,11
1550000,2018-09-08,01:37:38,55.0139939,83.0033194,9654,1,5,10,1,41.36,10.88,11
1300000,2018-09-08,01:37:38,54.950898,82.964348,9654,1,17,18,1,41.39,10.88,11
2160000,2018-09-08,01:37:40,55.029434,83.02724,9654,1,1,10,2,58.0,10.0,1
1300000,2018-09-08,01:37:41,55.0303931,83.0155452,9654,1,2,10,1,48.94,14.0,11
4599000,2018-09-08,01:37:44,55.04298,82.95115,9654,3,6,10,2,5.6,7.7,1
1451000,2018-09-08,01:37:44,55.0303931,83.0155452,9654,1,6,10,3,59.02,8.51,11
1452000,2018-09-08,01:37:45,55.013916,83.00329,9654,1,2,10,3,59.02,8.51,11
1162000,2018-09-08,01:37:47,55.0139939,83.0033194,9654,1,9,10,1,41.36,11.0,11
1650000,2018-09-08,01:37:48,54.945778,82.97078,9654,1,6,10,1,41.36,11.0,1
1650000,2018-09-08,01:37:49,54.942858,82.963881,9654,1,2,10,2,59.0,8.4,1
975000,2018-09-08,01:37:50,55.0303931,83.0155452,9654,1,1,10,1,39.02,4.39,1
1290000,2018-09-08,01:37:50,54.942853,82.96,9654,1,3,10,1,41.36,10.88,11
1850000,2018-09-08,01:37:57,54.943893,82.96749,9654,1,3,18,3,73.0,8.0,11
2350000,2018-09-08,01:37:58,55.0550516,82.9787913,9654,3,4,5,2,43.7,5.7,1
1287122,2018-09-08,01:38:00,55.0303931,83.0155452,9654,1,10,10,1,48.94,13.78,11
1300000,2018-09-08,01:38:00,54.9462196,82.9737747,9654,1,5,18,1,43.0,11.0,11
1750000,2018-09-08,01:38:01,55.013916,83.00329,9654,1,8,10,1,48.02,13.8,1
1850000,2018-09-08,01:38:01,55.013916,83.00329,9654,1,4,10,2,63.13,12.0,11
906660,2018-09-08,01:38:03,55.0303931,83.0155452,9654,1,8,10,1,33.58,5.0,11
1850000,2018-09-08,01:38:03,55.043345,83.001296,9654,3,4,5,1,29.0,6.0,1
1500475,2018-09-08,01:38:05,55.0303931,83.0155452,9654,1,7,10,2,63.85,5.0,11
1316000,2018-09-08,01:38:07,55.0303931,83.0155452,9654,1,7,10,1,58.75,16.59,11
1905000,2018-09-08,01:38:10,55.013916,83.00329,9654,1,7,10,3,87.39,12.92,11
1421000,2018-09-08,01:38:11,55.013916,83.00329,9654,1,9,10,3,59.02,8.0,11
1350000,2018-09-08,01:38:12,55.013916,83.00329,9654,1,9,10,1,39.0,4.0,11
3070000,2018-09-08,01:38:13,55.072726,82.967322,9654,1,6,9,3,52.0,7.0,1
1050000,2018-09-08,01:38:14,54.945778,82.97078,9654,1,9,10,1,39.0,5.0,1
2550000,2018-09-08,01:38:15,54.9446991,82.9679225,9654,1,5,10,3,59.02,8.5,11
1050000,2018-09-08,01:38:18,54.9936,82.90317,9654,3,3,4,1,18.0,2.0,1
1260000,2018-09-08,01:38:19,55.0303931,83.0155452,9654,1,6,10,1,41.36,10.88,11
2350000,2018-09-08,01:38:24,55.0550516,82.9787913,9654,3,4,5,3,43.7,5.7,1
1100000,2018-09-08,01:38:25,54.945423,82.970861,9654,1,5,10,1,39.0,5.0,1
1770000,2018-09-08,01:38:30,54.944926,82.973996,9654,1,1,10,2,58.75,8.35,11
1350000,2018-09-08,01:38:36,54.945423,82.970861,9654,1,8,10,1,39.35,5.0,1
2650000,2018-09-08,01:38:46,55.033085,83.0125,9654,1,1,10,2,54.0,9.0,1
1050000,2018-09-08,01:38:48,55.014108,83.0016615,9654,1,1,10,1,33.0,5.0,11
2149000,2018-09-08,01:38:58,55.0169091,83.0067324,9654,1,14,18,2,57.0,12.0,1
2200000,2018-09-08,01:39:00,55.017212,83.00393,9654,1,4,10,2,58.0,9.0,11
1770000,2018-09-08,01:39:15,54.944926,82.973996,9654,1,2,10,2,58.75,8.35,11
4000000,2018-09-08,01:39:17,55.049642,82.9873276,9654,3,6,10,3,63.0,8.0,1
1300000,2018-09-08,01:39:23,54.947372,82.972307,9654,1,6,10,1,42.0,11.0,11
1100000,2018-09-08,01:39:25,55.013916,83.00329,9654,1,10,10,1,33.0,1.0,11
1436625,2018-09-08,01:39:29,55.0303931,83.0155452,9654,1,1,10,2,63.0,25.0,11
990000,2018-09-08,01:39:36,54.94443,82.95908,9654,1,5,10,1,32.47,5.0,11
1200000,2018-09-08,01:39:37,54.945857,82.967924,9654,1,7,10,1,39.35,5.0,1
1549000,2018-09-08,01:39:41,54.943893,82.96749,9654,1,11,18,2,56.0,5.0,11
1519630,2018-09-08,01:39:41,55.0303931,83.0155452,9654,1,9,10,2,63.85,5.0,11
1762500,2018-09-08,01:39:43,54.9471407,82.9585961,9654,1,9,10,2,58.75,8.35,11
940000,2018-09-08,01:39:46,55.0303931,83.0155452,9654,1,5,10,1,33.58,4.0,11
1600000,2018-09-08,01:39:46,55.0135228,83.0027967,9654,1,1,10,1,48.02,14.0,11
1762500,2018-09-08,01:39:47,54.9471407,82.9585961,9654,1,2,10,2,58.75,8.35,11
1007400,2018-09-08,01:39:50,54.9471407,82.9585961,9654,1,4,10,1,33.58,5.0,11
1922580,2018-09-08,01:39:52,54.945236,82.961357,9654,1,8,10,3,87.39,12.92,11
1350000,2018-09-08,01:39:52,55.014108,83.0016615,9654,1,1,10,1,39.02,4.0,1
2300000,2018-09-08,01:39:55,54.9471407,82.9585961,9654,1,4,10,2,63.13,12.05,11
1950000,2018-09-08,01:39:55,55.0303931,83.0155452,9654,1,6,10,3,87.39,13.0,1
8400000,2018-09-08,01:39:57,55.018284,82.94221,9654,3,8,22,2,90.0,22.0,1
1200000,2018-09-08,01:39:58,54.95091,82.963806,9654,1,9,10,1,39.02,5.0,1
1500000,2018-09-08,01:39:59,54.9460168,82.9728021,9654,1,4,18,2,56.51,7.0,11
9950000,2018-09-08,01:40:00,55.039486,82.926835,9654,3,6,14,3,113.3,14.0,1
7700000,2018-09-08,01:40:00,55.8375299,37.4938337,3,2,3,36,1,42.0,12.0,11
1100000,2018-09-08,01:40:00,54.944957,82.96274,9654,1,3,10,1,39.0,3.0,11
11000000,2018-09-08,01:40:02,55.031696,82.908424,9654,3,2,8,3,125.8,11.3,1
3550000,2018-09-08,01:40:02,55.02428,82.950766,9654,0,2,24,1,42.0,12.0,1
1000000,2018-09-08,01:40:05,54.94361,82.962845,9654,1,3,10,1,33.0,5.0,11
1450000,2018-09-08,01:40:05,55.012935,83.0045233,9654,1,2,10,1,41.36,11.0,1
1320000,2018-09-08,01:40:08,55.0144633,83.0020738,9654,1,3,10,1,32.47,5.0,1
1450000,2018-09-08,01:40:09,54.94623,82.97007,9654,1,1,10,1,39.02,5.0,1
1000000,2018-09-08,01:40:11,54.947786,82.970996,9654,1,7,10,1,33.0,5.0,11
1650000,2018-09-08,01:40:12,55.0144633,83.0020738,9654,1,3,10,1,48.02,14.0,1
2200000,2018-09-08,01:40:14,55.0207064,83.0061471,9654,1,10,10,1,43.0,10.38,1
